location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link,sangkat,khan,city/provice,lat,lon
"Chakto Mukh, Daun Penh, Phnom Penh",300,1,1,48,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bed-1-bath-apartment-228249/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Chakto Mukh, Daun Penh, Phnom Penh",350,2,1,48,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/2-bed-1-bath-apartment-228246/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",400,1,1,35,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-228243/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",450,2,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-1-bath-apartment-228242/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",320,1,1,30,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-228240/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1900,3,3,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-3-bath-apartment-228238/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",900,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-228237/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",380,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-228236/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",400,2,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-1-bath-apartment-228234/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Phsar Kandal I, Daun Penh, Phnom Penh",400,1,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-kandal-i/1-bed-1-bath-apartment-228232/,Phsar Kandal I,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",300,1,1,30,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-228231/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",750,2,2,70,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/2-bed-2-bath-apartment-228225/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",750,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-228224/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",600,1,1,61,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-228223/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",800,2,1,68,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/2-bed-1-bath-apartment-228221/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 1, Toul Kork, Phnom Penh",4200,3,3,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/3-bed-3-bath-apartment-228192/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2500,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-228184/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",600,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-228180/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",900,2,1,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-1-bath-apartment-228179/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",400,1,1,64,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-228159/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",1100,2,2,134,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/2-bed-2-bath-apartment-228147/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",850,2,1,95,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/2-bed-1-bath-apartment-228145/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",750,1,1,79,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-228144/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",450,,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bath-apartment-228143/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",800,2,2,105,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/2-bed-2-bath-apartment-228142/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",650,1,1,55,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-228140/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 2, Chamkarmon, Phnom Penh",650,2,2,110,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-2/2-bed-2-bath-apartment-228139/,Toul Tum Poung 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",500,1,1,29,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-228137/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",700,1,1,58,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-228132/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sla Kram, Siem Reap, Siem Reap",690,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/2-bed-2-bath-apartment-228114/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tonle Bassac, Chamkarmon, Phnom Penh",350,1,1,44,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-228102/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chakto Mukh, Daun Penh, Phnom Penh",5000,,4,,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/4-bath-apartment-228099/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Tonle Bassac, Chamkarmon, Phnom Penh",350,1,1,62,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-228087/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",2000,3,4,,,House,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/3-bed-4-bath-house-228084/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chey Chumneah, Daun Penh, Phnom Penh",2500,3,3,,,Shophouse,rent,https://www.realestate.com.kh/rent/chey-chumneah/3-bed-3-bath-shophouse-228081/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1600,3,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-2-bath-apartment-228040/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 2, Chamkarmon, Phnom Penh",650,2,1,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/2-bed-1-bath-apartment-228035/,Boeng Keng Kang 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tumnob Tuek, Chamkarmon, Phnom Penh",600,2,1,,,Condo,rent,https://www.realestate.com.kh/rent/tumnob-tuek/2-bed-1-bath-condo-228029/,Tumnob Tuek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1700,3,2,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-2-bath-condo-228001/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 2, Chamkarmon, Phnom Penh",900,2,2,120,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/2-bed-2-bath-apartment-227993/,Boeng Keng Kang 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 2, Chamkarmon, Phnom Penh",500,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/1-bed-1-bath-apartment-227983/,Boeng Keng Kang 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",450,1,1,66,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-227977/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",500,2,2,98,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-227971/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",300,1,1,60,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-227942/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chey Chumneah, Daun Penh, Phnom Penh",500,2,2,70,,Apartment,rent,https://www.realestate.com.kh/rent/chey-chumneah/2-bed-2-bath-apartment-227929/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Tonle Bassac, Chamkarmon, Phnom Penh",12000,17,18,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/17-bed-18-bath-apartment-227920/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",9000,9,9,,493,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/9-bed-9-bath-villa-227913/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",3500,8,7,,,Flat,rent,https://www.realestate.com.kh/rent/bkk-1/8-bed-7-bath-flat-house-227883/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chakto Mukh, Daun Penh, Phnom Penh",1000,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/2-bed-2-bath-apartment-227882/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Chey Chumneah, Daun Penh, Phnom Penh",1600,4,5,,,Shophouse,rent,https://www.realestate.com.kh/rent/chey-chumneah/4-bed-5-bath-shophouse-227874/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Kak 1, Toul Kork, Phnom Penh",4000,7,9,,,Villa,rent,https://www.realestate.com.kh/rent/boeung-kak-1/7-bed-9-bath-villa-227855/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",650,2,2,88,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-227853/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",500,2,1,88,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-1-bath-apartment-227852/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 2, Chamkarmon, Phnom Penh",340,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-2/1-bed-1-bath-apartment-227851/,Toul Tum Poung 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1700,2,2,76,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-227841/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",860,1,1,44,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-227836/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",570,,1,30,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bath-apartment-227828/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1300,3,2,122,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-2-bath-apartment-227823/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",900,2,2,84,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-227817/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",650,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-227816/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",700,,,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/condo-227795/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
Platinum Bay,500,1,1,44,,Condo,rent,https://www.realestate.com.kh/new-developments/platinum-bay/1-bed-1-bath-condo-227794/,,,,,
"Toul Tum Poung 2, Chamkarmon, Phnom Penh",5800,,,,,Flat,rent,https://www.realestate.com.kh/rent/toul-tum-poung-2/flat-house-227783/,Toul Tum Poung 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 2, Chamkarmon, Phnom Penh",1200,6,7,,,Flat,rent,https://www.realestate.com.kh/rent/toul-tum-poung-2/6-bed-7-bath-flat-house-227782/,Toul Tum Poung 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chakto Mukh, Daun Penh, Phnom Penh",1500,,1,,,House,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bath-house-227763/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Kak 2, Toul Kork, Phnom Penh",6500,,,,,Land,rent,https://www.realestate.com.kh/buy/boeung-kak-2/land-227762/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Tumnob Tuek, Chamkarmon, Phnom Penh",1500,3,4,,,Shophouse,rent,https://www.realestate.com.kh/buy/tumnob-tuek/3-bed-4-bath-shophouse-227751/,Tumnob Tuek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",1100,2,2,,100,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-227725/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",800,1,1,55,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-227702/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Reang, Daun Penh, Phnom Penh",1550,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/boeng-reang/1-bed-1-bath-apartment-227681/,Boeng Reang,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeng Reang, Daun Penh, Phnom Penh",2650,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/boeng-reang/2-bed-2-bath-apartment-227679/,Boeng Reang,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Chakto Mukh, Daun Penh, Phnom Penh",3050,2,2,,,Condo,rent,https://www.realestate.com.kh/rent/chakto-mukh/2-bed-2-bath-condo-227678/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Tonle Bassac, Chamkarmon, Phnom Penh",2180,3,2,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-2-bath-apartment-227677/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",4600,8,6,,,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/8-bed-6-bath-villa-227674/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",650,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-227666/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2000,2,2,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-condo-227665/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",7000,4,4,386,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-4-bath-apartment-227657/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1600,,,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/condo-227636/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",3800,3,3,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-3-bath-condo-227634/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1300,1,1,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-condo-227632/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Nirouth, Chbar Ampov, Phnom Penh",550,2,1,46,,Condo,rent,https://www.realestate.com.kh/rent/nirouth/2-bed-1-bath-condo-227598/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Boeng Reang, Daun Penh, Phnom Penh",8000,11,13,,,Villa,rent,https://www.realestate.com.kh/rent/boeng-reang/11-bed-13-bath-villa-227392/,Boeng Reang,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1600,2,2,60,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-226931/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2500,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-226912/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",2500,,,,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-daeum-thkov/apartment-226841/,Phsar Daeum Thkov,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2700,,,,730,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-226839/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chakto Mukh, Daun Penh, Phnom Penh",700,1,1,60,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bed-1-bath-apartment-226791/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Chakto Mukh, Daun Penh, Phnom Penh",750,1,1,50,,Studio,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bed-1-bath-studio-226733/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Kak 2, Toul Kork, Phnom Penh",600,1,1,,69,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-2/1-bed-1-bath-apartment-226547/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Tonle Bassac, Chamkarmon, Phnom Penh",600,,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-226542/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",2500,3,3,,170,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/3-bed-3-bath-apartment-226334/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sla Kram, Siem Reap, Siem Reap",1000,,,,,House,rent,https://www.realestate.com.kh/rent/sla-kram/house-226317/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sla Kram, Siem Reap, Siem Reap",350,2,3,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/2-bed-3-bath-apartment-226313/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chroy Changvar, Chroy Changvar, Phnom Penh",1800,3,,,,Villa,rent,https://www.realestate.com.kh/rent/chroy-changvar/3-bed-villa-226143/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",3500,4,3,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/4-bed-3-bath-apartment-226126/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",3000,6,7,,,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/6-bed-7-bath-villa-226123/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Reang, Daun Penh, Phnom Penh",20000,,,,724,Villa,rent,https://www.realestate.com.kh/rent/boeng-reang/samdach-pan-ave-226106/,Boeng Reang,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Tumnob Tuek, Chamkarmon, Phnom Penh",550,1,1,,60,Apartment,rent,https://www.realestate.com.kh/rent/tumnob-tuek/1-bed-1-bath-apartment-226103/,Tumnob Tuek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chreav, Siem Reap, Siem Reap",400,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/chreav/1-bed-1-bath-apartment-226008/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tonle Bassac, Chamkarmon, Phnom Penh",5500,,,,,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/villa-225862/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Wat Phnom, Daun Penh, Phnom Penh",1800,,,,,Apartment,rent,https://www.realestate.com.kh/rent/wat-phnom/apartment-225860/,Wat Phnom,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Tonle Bassac, Chamkarmon, Phnom Penh",800,1,1,,46,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-225831/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1050,1,1,,85,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-225827/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chakto Mukh, Daun Penh, Phnom Penh",1500,1,1,,68,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bed-1-bath-apartment-225738/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Siem Reap, Siem Reap, Siem Reap",800,3,3,,,House,rent,https://www.realestate.com.kh/rent/siem-reap/3-bed-3-bath-house-225731/,Siem Reap,Siem Reap,Siem Reap,13.3617562,103.8590321
"Phsar Chas, Daun Penh, Phnom Penh",600,1,1,60,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-chas/1-bed-1-bath-apartment-225728/,Phsar Chas,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Tonle Bassac, Chamkarmon, Phnom Penh",2300,4,5,,,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-225676/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",500,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-apartment-225586/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Phnom Penh Thmey, Sen Sok, Phnom Penh",450,1,1,,,Condo,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/1-bed-1-bath-condo-225536/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",8000,5,5,411,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/5-bed-5-bath-apartment-225518/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",650,1,1,57,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-225406/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chreav, Siem Reap, Siem Reap",300,2,3,,,House,rent,https://www.realestate.com.kh/rent/chreav/2-bed-3-bath-house-225402/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Trabek, Chamkarmon, Phnom Penh",670,,,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/apartment-225347/,Boeung Trabek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",350,2,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-1-bath-apartment-224973/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
