location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link,sangkat,khan,city/provice,lat,lon
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",880,,1,37,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bath-apartment-229675/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Kouk Chak, Siem Reap, Siem Reap",380,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/kouk-chak/1-bed-1-bath-apartment-229672/,Kouk Chak,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2640,2,2,113,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229671/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",650,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229670/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 2, Chamkarmon, Phnom Penh",700,2,1,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/2-bed-1-bath-apartment-229669/,Boeng Keng Kang 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1650,2,2,125,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229664/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",650,2,3,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-3-bath-apartment-229660/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Tumpun 2, Meanchey, Phnom Penh",450,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-tumpun-2/1-bed-1-bath-apartment-229651/,Boeung Tumpun 2,Meanchey,Phnom Penh,13.104489,103.1978242
"Svay Dankum, Siem Reap, Siem Reap",600,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-229648/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1200,2,2,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-condo-229613/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",600,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229610/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1500,3,3,90,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-3-bath-apartment-229595/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",650,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-229587/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
LZ Sea View Residences,400,1,1,43,,Condo,rent,https://www.realestate.com.kh/new-developments/lz-sea-view-residences-98771/1-bed-1-bath-condo-229585/,,,,,
"Sla Kram, Siem Reap, Siem Reap",550,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/2-bed-2-bath-apartment-229577/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",650,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-229572/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Samrong Tong, Samraong Tong, Kampong Speu",200,2,2,72,,House,rent,https://www.realestate.com.kh/buy/samrong-tong/2-bed-2-bath-house-229528/,Samrong Tong,Samraong Tong,Kampong Speu,11.45044745,104.60617304001704
"Sla Kram, Siem Reap, Siem Reap",350,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/dabest-properties-229498/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",1200,7,7,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/7-bed-7-bath-house-229497/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",250,3,3,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/3-bed-3-bath-house-229496/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",700,,,,,Villa,rent,https://www.realestate.com.kh/rent/svay-dankum/dabest-properties-229495/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"0 0, Sala Kamraeuk, Siem Reap, Siem Reap",530,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/0-0-229481/,Sala Kamraeuk,Siem Reap,Siem Reap,,
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",800,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-229460/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",1000,2,3,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-3-bath-apartment-229455/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Toul Svay Prey 1, Chamkarmon, Phnom Penh",900,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/2-bed-2-bath-apartment-229445/,Toul Svay Prey 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",850,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-229438/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1200,,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229434/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",6300,,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229418/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",5300,,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229403/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",12000,,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229401/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
De Castle Royal Condominium,800,1,1,74,,Serviced,rent,https://www.realestate.com.kh/new-developments/de-castle-royal-condominium/1-bed-1-bath-serviced-apartment-229394/,,,,,
"Tonle Bassac, Chamkarmon, Phnom Penh",2500,2,2,123,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-condo-229390/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2100,,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229388/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1300,,,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/condo-229386/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",3500,3,2,185,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-2-bath-apartment-229377/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1800,2,2,128,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229373/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",850,1,1,56,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-condo-229368/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1400,2,2,76,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-condo-229367/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",2500,,,,,Land,rent,https://www.realestate.com.kh/rent/svay-dankum/land-229360/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Nirouth, Chbar Ampov, Phnom Penh",4500,5,8,,519,Villa,rent,https://www.realestate.com.kh/rent/nirouth/5-bed-8-bath-villa-229348/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1300,3,2,150,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-2-bath-apartment-229275/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",8000,11,15,910,310,Villa,rent,https://www.realestate.com.kh/rent/bkk-3/11-bed-15-bath-villa-229269/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",850,1,1,55,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229267/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",850,,1,49,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bath-apartment-229265/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",750,1,1,40,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229262/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Svay Prey 1, Chamkarmon, Phnom Penh",700,2,2,110,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/2-bed-2-bath-apartment-229261/,Toul Svay Prey 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Svay Prey 1, Chamkarmon, Phnom Penh",550,1,1,70,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/1-bed-1-bath-apartment-229260/,Toul Svay Prey 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Svay Prey 2, Chamkarmon, Phnom Penh",3800,5,7,,,Villa,rent,https://www.realestate.com.kh/rent/toul-svay-prey-2/5-bed-7-bath-villa-229257/,Toul Svay Prey 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",380,2,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-1-bath-apartment-229253/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",750,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229252/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",460,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-apartment-229251/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1100,1,2,120,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-2-bath-apartment-229246/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 1, Toul Kork, Phnom Penh",450,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bed-1-bath-apartment-229244/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1600,2,2,190,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229243/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",550,1,1,,,Studio,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-studio-229242/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 2, Toul Kork, Phnom Penh",3500,7,8,,,Villa,rent,https://www.realestate.com.kh/rent/boeung-kak-2/7-bed-8-bath-villa-229236/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",5000,6,6,,475,Villa,rent,https://www.realestate.com.kh/buy/bkk-3/6-bed-6-bath-villa-229225/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",900,1,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-2-bath-apartment-229216/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1600,2,2,,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-condo-229213/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",550,2,2,150,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-229209/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",850,4,5,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/4-bed-5-bath-house-229208/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1000,2,2,94,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229207/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",500,,1,54,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bath-apartment-229206/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",350,1,2,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-2-bath-house-229205/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",700,3,2,150,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/3-bed-2-bath-apartment-229204/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Phnom Penh Thmey, Sen Sok, Phnom Penh",1300,4,5,,,Twin,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/4-bed-5-bath-twin-villa-229202/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Tonle Bassac, Chamkarmon, Phnom Penh",2200,4,5,400,350,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-229201/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Phnom Penh Thmey, Sen Sok, Phnom Penh",1500,4,5,,,Twin,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/4-bed-5-bath-twin-villa-229199/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",550,2,2,84,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-229184/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",650,1,1,,,Studio,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-studio-229180/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 1, Toul Kork, Phnom Penh",400,1,1,,,Studio,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bed-1-bath-studio-229178/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1400,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229176/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chroy Changvar, Chroy Changvar, Phnom Penh",1590,1,1,95,,Apartment,rent,https://www.realestate.com.kh/rent/chroy-changvar/1-bed-1-bath-apartment-229170/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",450,1,1,40,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229165/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",1500,4,4,,,Villa,rent,https://www.realestate.com.kh/rent/svay-dankum/properties-dabest-229162/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chakto Mukh, Daun Penh, Phnom Penh",400,1,1,38,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bed-1-bath-apartment-229146/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Phsar Thmei III, Daun Penh, Phnom Penh",2500,12,14,,,Shophouse,rent,https://www.realestate.com.kh/rent/phsar-thmei-iii/12-bed-14-bath-shophouse-229144/,Phsar Thmei III,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Phnom Penh Thmey, Sen Sok, Phnom Penh",3000,,,,,Apartment,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/apartment-229123/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",2800,,,,,Shophouse,rent,https://www.realestate.com.kh/rent/bkk-3/shophouse-229117/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Trabek, Chamkarmon, Phnom Penh",850,2,2,67,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/2-bed-2-bath-apartment-229116/,Boeung Trabek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Trabek, Chamkarmon, Phnom Penh",550,1,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/1-bed-1-bath-apartment-229114/,Boeung Trabek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Trabek, Chamkarmon, Phnom Penh",550,2,3,90,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/2-bed-3-bath-apartment-229108/,Boeung Trabek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",2800,3,3,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/3-bed-3-bath-apartment-229094/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",500,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229088/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Olympic, Chamkarmon, Phnom Penh",360,1,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/olympic/1-bed-1-bath-apartment-229075/,Olympic,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Phsar Thmei III, Daun Penh, Phnom Penh",2000,4,4,,,Shophouse,rent,https://www.realestate.com.kh/buy/phsar-thmei-iii/4-bed-4-bath-shophouse-229067/,Phsar Thmei III,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Phsar Thmei III, Daun Penh, Phnom Penh",1500,6,7,,,Shophouse,rent,https://www.realestate.com.kh/buy/phsar-thmei-iii/6-bed-7-bath-shophouse-229063/,Phsar Thmei III,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Tonle Bassac, Chamkarmon, Phnom Penh",450,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-229060/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",350,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-229057/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",600,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-229055/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Nirouth, Chbar Ampov, Phnom Penh",1800,3,4,,,Villa,rent,https://www.realestate.com.kh/rent/nirouth/3-bed-4-bath-villa-229052/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",500,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229051/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1200,3,2,95,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-2-bath-condo-229036/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",450,2,3,,,House,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-3-bath-house-229029/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",700,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-apartment-229020/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Nirouth, Chbar Ampov, Phnom Penh",12000,6,8,,,Villa,rent,https://www.realestate.com.kh/rent/nirouth/6-bed-8-bath-villa-229007/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Svay Dankum, Siem Reap, Siem Reap",650,2,2,,,Villa,rent,https://www.realestate.com.kh/rent/svay-dankum/dabest-properties-229006/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chreav, Siem Reap, Siem Reap",1500,,,,,Land,rent,https://www.realestate.com.kh/rent/chreav/land-229000/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",4600,7,6,800,525,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/7-bed-6-bath-villa-228988/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",500,,,,,Shophouse,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/shophouse-228962/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Toul Tum Poung 2, Chamkarmon, Phnom Penh",450,1,1,,,Serviced,rent,https://www.realestate.com.kh/rent/toul-tum-poung-2/1-bed-1-bath-serviced-apartment-228936/,Toul Tum Poung 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chroy Changvar, Chroy Changvar, Phnom Penh",400,1,1,64,,Apartment,rent,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-apartment-228908/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Chroy Changvar, Chroy Changvar, Phnom Penh",650,2,2,101,,Apartment,rent,https://www.realestate.com.kh/buy/chroy-changvar/2-bed-2-bath-apartment-228899/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",6000,5,4,240,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/5-bed-4-bath-apartment-228884/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",500,,1,41,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bath-apartment-228874/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1500,2,2,128,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-228872/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",1000,,,,,Shophouse,rent,https://www.realestate.com.kh/rent/bkk-3/shophouse-228871/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1400,1,1,77,,Condo,rent,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-condo-228866/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1600,2,2,100,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-228852/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1750,2,,88,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-condo-228851/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",750,2,2,,,Serviced,rent,https://www.realestate.com.kh/rent/bkk-3/2-bed-2-bath-serviced-apartment-228847/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sla Kram, Siem Reap, Siem Reap",1200,4,6,,,Villa,rent,https://www.realestate.com.kh/rent/sla-kram/dabest-properties-228845/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
