,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link
1650,"Chbar Ampov I, Chbar Ampov, Phnom Penh","$1,100permonth",,,,708.0,Land,rent,https://www.realestate.com.kh/rent/chbar-ampov-i/land-217962/
1651,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$1,200permonth$1,000SAVE16.67%",4,5.0,,,Link,rent,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-5-bath-link-house-217939/
1652,"Chroy Changvar, Chroy Changvar, Phnom Penh",$750permonth$500SAVE33.33%,2,2.0,42,,Link,rent,https://www.realestate.com.kh/rent/chroy-changvar/2-bed-2-bath-link-house-217937/
1653,SOPHEA SUITES,"$9,500permonth",4,4.0,400,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/4-bed-4-bath-serviced-apartment-217870/
1654,SOPHEA SUITES,"$10,000permonth",3,3.0,400,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/3-bed-3-bath-serviced-apartment-217868/
1655,SOPHEA SUITES,"$3,500permonth",3,3.0,160,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/3-bed-3-bath-serviced-apartment-217866/
1656,SOPHEA SUITES,"$3,000permonth",2,3.0,125,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/2-bed-3-bath-serviced-apartment-217865/
1657,SOPHEA SUITES,"$1,800permonth",2,3.0,100,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/2-bed-3-bath-serviced-apartment-217862/
1658,"Krabei Riel, Siem Reap, Siem Reap",$450permonth,2,3.0,,,Apartment,rent,https://www.realestate.com.kh/rent/krabei-riel/6-road-217837/
1659,Tulip Apartment,"$3,500permonth",4,4.0,160,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/4-bed-4-bath-serviced-apartment-217580/
1660,Tulip Apartment,"$3,000permonth",3,2.0,155,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/3-bed-2-bath-serviced-apartment-217577/
1661,Tulip Apartment,"$1,400permonth",2,1.0,105,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/2-bed-1-bath-serviced-apartment-217576/
1662,Mekong View Tower 2,$450permonth,1,1.0,79,,Serviced,rent,https://www.realestate.com.kh/new-developments/mekong-view-tower-2-25894/1-bed-1-bath-serviced-apartment-217544/
1663,"Svay Dankum, Siem Reap, Siem Reap",$300permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/dangkum-village-svay-217069/
1664,"Svay Dankum, Siem Reap, Siem Reap",$320permonth,2,2.0,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/krous-village-216842/
1665,"Boeng Reang, Daun Penh, Phnom Penh","$4,800permonth",3,2.0,,,Shophouse,rent,https://www.realestate.com.kh/rent/boeng-reang/3-bed-2-bath-shophouse-216574/
1666,"Chey Chumneah, Daun Penh, Phnom Penh","$1,300permonth",1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/chey-chumneah/1-bed-1-bath-apartment-216573/
1667," Svay Dankum, Siem Reap, Siem Reap",$300permonth,2,3.0,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-3-bath-house-216220/
1668," Sala Kamraeuk, Siem Reap, Siem Reap",$250permonth,1,1.0,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/1-bed-1-bath-apartment-216162/
